"BINCODE"	"NAME"	"IDENTIFIER"	"DESCRIPTION"	"TYPE"	"IDENTIFIER.san"
"20.1.2.1.3"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP3 component"	"grmzm2g096092_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP3 component (original description: pep:known chromosome:AGPv3:7:123368242:123371381:1 gene:GRMZM2G096092 transcript:GRMZM2G096092_T01 description:\"est\")"	"TRUE"	"grmzm2g096092"
"20.1.2.1.4"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP4 component"	"grmzm2g008093_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP4 component (original description: pep:known chromosome:AGPv3:6:126995952:127019963:-1 gene:GRMZM2G008093 transcript:GRMZM2G008093_T01 description:\"cdna|est\")"	"TRUE"	"grmzm2g008093"
"20.1.2.1.5"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP5 component"	"grmzm2g157598_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP5 component (original description: pep:known chromosome:AGPv3:7:165069224:165075065:-1 gene:GRMZM2G157598 transcript:GRMZM2G157598_T01 description:\"cdna|est|omrna|protein\")"	"TRUE"	"grmzm2g157598"
"20.1.2.1.6"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component"	"grmzm2g318956_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component (original description: pep:known chromosome:AGPv3:2:17393444:17428236:1 gene:GRMZM2G318956 transcript:GRMZM2G318956_T01 description:\"abinitio|cdna|est|omrna|protein\")"	"TRUE"	"grmzm2g318956"
"20.1.2.1.6"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component"	"grmzm2g318956_p03"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component (original description: pep:known chromosome:AGPv3:2:17393444:17409529:1 gene:GRMZM2G318956 transcript:GRMZM2G318956_T03 description:\"abinitio|est|omrna|protein\")"	"TRUE"	"grmzm2g318956"
"20.1.2.1.6"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component"	"grmzm2g088007_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component (original description: pep:novel chromosome:AGPv3:1:152247467:152271222:-1 gene:GRMZM2G088007 transcript:GRMZM2G088007_T01 description:\"abinitio\")"	"TRUE"	"grmzm2g088007"
"20.1.2.1.6"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component"	"grmzm2g088007_p02"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component (original description: pep:novel chromosome:AGPv3:1:152269842:152271222:-1 gene:GRMZM2G088007 transcript:GRMZM2G088007_T02 description:\"est\")"	"TRUE"	"grmzm2g088007"
"20.1.2.1.6"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component"	"grmzm5g836567_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP6 component (original description: pep:novel chromosome:AGPv3:10:137311826:137319567:1 gene:GRMZM5G836567 transcript:GRMZM5G836567_T01 description:\"abinitio\")"	"TRUE"	"grmzm5g836567"
"20.1.2.1.7"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP-WD/NEDD1 regulatory component"	"grmzm2g088261_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP-WD/NEDD1 regulatory component (original description: pep:known chromosome:AGPv3:2:162488775:162503772:1 gene:GRMZM2G088261 transcript:GRMZM2G088261_T01 description:\"est|omrna|protein\")"	"TRUE"	"grmzm2g088261"
"20.1.2.1.7"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP-WD/NEDD1 regulatory component"	"grmzm2g088261_p02"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).GCP-WD/NEDD1 regulatory component (original description: pep:known chromosome:AGPv3:2:162488775:162503772:1 gene:GRMZM2G088261 transcript:GRMZM2G088261_T02 description:\"cdna|est|omrna\")"	"TRUE"	"grmzm2g088261"
"20.1.2.1.8"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex"	""	""	NA	""
"20.1.2.1.8.1"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG1 component"	"grmzm2g104704_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG1 component (original description: pep:known chromosome:AGPv3:4:70660799:70664406:-1 gene:GRMZM2G104704 transcript:GRMZM2G104704_T01 description:\"cdna|est|omrna|protein\")"	"TRUE"	"grmzm2g104704"
"20.1.2.1.8.2"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG2 component"	"grmzm2g151580_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG2 component (original description: pep:known chromosome:AGPv3:10:63059832:63063231:-1 gene:GRMZM2G151580 transcript:GRMZM2G151580_T01 description:\"cdna|est|omrna|protein\")"	"TRUE"	"grmzm2g151580"
"20.1.2.1.8.3"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG3 component"	"grmzm2g154892_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG3 component (original description: pep:known chromosome:AGPv3:6:107207576:107220817:1 gene:GRMZM2G154892 transcript:GRMZM2G154892_T01 description:\"est\")"	"TRUE"	"grmzm2g154892"
"20.1.2.1.8.4"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG4 component"	"grmzm2g068277_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG4 component (original description: pep:known chromosome:AGPv3:5:70654090:70657656:-1 gene:GRMZM2G068277 transcript:GRMZM2G068277_T01 description:\"cdna cdna cdna|est\")"	"TRUE"	"grmzm2g068277"
"20.1.2.1.8.4"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG4 component"	"grmzm2g068277_p02"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG4 component (original description: pep:known chromosome:AGPv3:5:70654090:70657656:-1 gene:GRMZM2G068277 transcript:GRMZM2G068277_T02 description:\"cdna mrna\")"	"TRUE"	"grmzm2g068277"
"20.1.2.1.8.5"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG5 component"	"grmzm2g116196_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG5 component (original description: pep:known chromosome:AGPv3:2:179257332:179266354:-1 gene:GRMZM2G116196 transcript:GRMZM2G116196_T01 description:\"cdna|est|omrna\")"	"TRUE"	"grmzm2g116196"
"20.1.2.1.8.5"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG5 component"	"grmzm2g116196_p02"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG5 component (original description: pep:known chromosome:AGPv3:2:179257437:179266354:-1 gene:GRMZM2G116196 transcript:GRMZM2G116196_T02 description:\"cdna|est|omrna|protein\")"	"TRUE"	"grmzm2g116196"
"20.1.2.1.8.5"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG5 component"	"grmzm2g055917_p02"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG5 component (original description: pep:known chromosome:AGPv3:7:106145853:106152666:-1 gene:GRMZM2G055917 transcript:GRMZM2G055917_T02 description:\"est|mrna\")"	"TRUE"	"grmzm2g055917"
"20.1.2.1.8.6"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG6 component"	"grmzm2g041878_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG6 component (original description: pep:known chromosome:AGPv3:5:105681405:105818171:-1 gene:GRMZM2G041878 transcript:GRMZM2G041878_T01 description:\"cdna|est\")"	"TRUE"	"grmzm2g041878"
"20.1.2.1.8.6"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG6 component"	"grmzm2g041878_p02"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG6 component (original description: pep:known chromosome:AGPv3:5:105681608:105818171:-1 gene:GRMZM2G041878 transcript:GRMZM2G041878_T02 description:\"est\")"	"TRUE"	"grmzm2g041878"
"20.1.2.1.8.7"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG7 component"	"grmzm2g075101_p02"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG7 component (original description: pep:known chromosome:AGPv3:4:31030658:31033894:-1 gene:GRMZM2G075101 transcript:GRMZM2G075101_T02 description:\"cdna|est|omrna|protein\")"	"TRUE"	"grmzm2g075101"
"20.1.2.1.8.8"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.gamma-Tubulin ring complex (gamma-TuRC).Augmin gamma-TuRC recruiting complex.AUG8 component"	""	""	NA	""
"20.1.2.2"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.GIP1 accessory component"	"grmzm2g121843_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.GIP1 accessory component (original description: pep:known chromosome:AGPv3:5:2137959:2140703:1 gene:GRMZM2G121843 transcript:GRMZM2G121843_T01 description:\"cdna|est|protein\")"	"TRUE"	"grmzm2g121843"
"20.1.2.2"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.GIP1 accessory component"	"grmzm2g405185_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.GIP1 accessory component (original description: pep:novel chromosome:AGPv3:1:294245228:294245826:1 gene:GRMZM2G405185 transcript:GRMZM2G405185_T01 description:\"est|omrna|protein\")"	"TRUE"	"grmzm2g405185"
"20.1.2.3"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.PLP3 CCT-interacting tubulin folding cofactor"	"grmzm2g399677_p03"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.PLP3 CCT-interacting tubulin folding cofactor (original description: pep:known chromosome:AGPv3:4:6420008:6426077:-1 gene:GRMZM2G399677 transcript:GRMZM2G399677_T03 description:\"cdna|est|omrna|protein\")"	"TRUE"	"grmzm2g399677"
"20.1.2.3"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.PLP3 CCT-interacting tubulin folding cofactor"	"grmzm2g144635_p01"	"Cytoskeleton.microtubular network.microtubule Tubulin heterodimer formation.PLP3 CCT-interacting tubulin folding cofactor (original description: pep:known chromosome:AGPv3:2:229545471:229548704:1 gene:GRMZM2G144635 transcript:GRMZM2G144635_T01 description:\"cdna|est|protein\")"	"TRUE"	"grmzm2g144635"
